Name,Ownership,Type,Gender,Province
Vocational Training Institute Gojra,Government,Vocational,Both,Punjab   /   Toba Tek Singh
Vocational Training Institute Kamalia,Government,Vocational,Both,Punjab   /   Toba Tek Singh
Vocational Training Institute Qadirabad,Government,Vocational,Female,Punjab   /   Sahiwal
Vocational Training Institute Noor Shah,Government,Vocational,Female,Punjab   /   Sahiwal
Vocational Training Institute Farid town sahiwal,Government,Vocational,Both,Punjab   /   Sahiwal
Vocational Training Institute  Harapa city,Government,Vocational,Both,Punjab   /   Sahiwal
Vocational Training Institute Chichawatni,Government,Vocational,Both,Punjab   /   Sahiwal
Vocational Training Institute Ghaziabad,Government,Vocational,Both,Punjab   /   Sahiwal
Vocational Training Institute Kassowal,Government,Vocational,Both,Punjab   /   Sahiwal
Vocational Training Institute Okara,Government,Vocational,Both,Punjab   /   Okara
Vocational Training Institute Depalpur,Government,Vocational,Both,Punjab   /   Okara
Vocational Training Institute Renala Khurd,Government,Vocational,Both,Punjab   /   Okara
Vocational Training Institute Pakpattan,Government,Vocational,Both,Punjab   /   Pakpattan
Vocational Training Institute Arifwala,Government,Vocational,Both,Punjab   /   Pakpattan
Vocational Training Institute Samanabad Lahore,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Chunian,Government,Vocational,Both,Punjab   /   Kasur
Vocational Training Institute Kasur,Government,Vocational,Both,Punjab   /   Kasur
Vocational Training Institute Manga,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Governor House,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Kasur city,Government,Vocational,Both,Punjab   /   Kasur
Vocational Training Institute Nain sukh,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute township,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Shadman Lahore,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Walton,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Special House,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Kahna nau,Government,Vocational,Both,Punjab   /   Lahore
Vocational Training Institute Green Town Lahore,Government,Vocational,Both,Punjab   /   Lahore
Government Technical Training Centre Yazman,Government,Technical,Male,Punjab   /   Bahawalpur
Government Vocational Training Institute for Women Yazman,Government,Vocational,Female,Punjab   /   Bahawalpur
Government Vocational Training Institute for Women Bahawalpur,Government,Vocational,Female,Punjab   /   Bahawalpur
Agricultural Machinary Training School,Government,Vocational,Male,Punjab   /   Bahawalpur
Ready Made Garments Training Center Bahawalpur,Government,Vocational,Female,Punjab   /   Bahawalpur
Government Technical Training Institute Bahawalpur,Government,Vocational,Male,Punjab   /   Bahawalpur
Government Vocational Training Institute for Women Hasilpur,Government,Vocational,Female,Punjab   /   Bahawalpur
Government Technical Training Centre Hasilpur,Government,Vocational,Male,Punjab   /   Bahawalpur
Government Technical Training Centre Ahmadpur East,Government,Vocational,Male,Punjab   /   Bahawalpur
Government Vocational Training Institute for Women Ahmadpur East,Government,Vocational,Female,Punjab   /   Bahawalpur
Government Technical Training Centre for women kahror Pacca,Government,Vocational,Female,Punjab   /   Lodhran
Government Technical Training Centre Kehror Pacca,Government,Vocational,Male,Punjab   /   Lodhran
Government Vocational Training Institute for Women Lodhran,Government,Vocational,Female,Punjab   /   Lodhran
Government Vocational Training Institute for women Lodhran,Government,Vocational,Female,Punjab   /   Lodhran
Government Technical Training Centre Dunya Pur,Government,Vocational,Male,Punjab   /   Lodhran
Government Technical Training Institute Doulat Gate Multan,Government,Vocational,Male,Punjab   /   Lodhran
Government Technical Vocational Institute for women Multan,Government,Vocational,Female,Punjab   /   Lodhran
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, MOHALLA JALIL ABAD, (NEW MULTAN) MULTAN",Government,Vocational,Female,Punjab   /   Multan
Government Technical Training Institute Multan,Government,Vocational,Male,Punjab   /   Multan
Institute of Blue Pottery Development Multan,Government,Vocational,Male,Punjab   /   Multan
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, QASIM PUR COLONY  MULTAN",Government,Vocational,Female,Punjab   /   Multan
"Government Vocational Training Institute, shah Rukn-e-Alam colony Mult",Government,Vocational,Female,Punjab   /   Multan
Agriculture Machinary Training School Multan,Government,Vocational,Male,Punjab   /   Multan
Government Technical Training Centre Shujabad,Government,Vocational,Male,Punjab   /   Multan
Government Vocational Training Institute for Women shujabad,Government,Vocational,Female,Punjab   /   Multan
Government Technical Training Institute (Male) Jalalpur Pirwala,Government,Vocational,Male,Punjab   /   Multan
Government Technical Training Centre Jalalpur Pirwala,Government,Vocational,Male,Punjab   /   Multan
Government Technical Training Centre Kot Addu,Government,Vocational,Male,Punjab   /   Muzaffargarh
Wood Work Centre Kot addu,Government,Vocational,Male,Punjab   /   Multan
Government Vocational Training Institute for Women Kot Addu,Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Technical Training Institute (Male) Muzafargarh,Government,Vocational,Male,Punjab   /   Muzaffargarh
Government Vocational Training Institute for women Muzafargarh,Government,Vocational,Female,Punjab   /   Muzaffargarh
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, MUZAFFARGARH",Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Technical Training Centre (Male) shehar Sultan,Government,Vocational,Male,Punjab   /   Muzaffargarh
Government Technical Training Centre (Male) Jatoi,Government,Vocational,Male,Punjab   /   Muzaffargarh
Government Technical Training Centre for women Jatoi,Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Vocational Training Institute for Women Alipur,Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Vocational Training Institute for Women Chobara,Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Technical Training Centre (Male) Chowk Azam,Government,Vocational,Male,Punjab   /   Muzaffargarh
Government Technical Training Institute (Male) Chowk Sarvar Shaheed,Government,Vocational,Male,Punjab   /   Muzaffargarh
Government vocational Training Institute for Women Chowk Sarvar Shaheed,Government,Vocational,Female,Punjab   /   Muzaffargarh
Government Vocational Training Institute for Women Karor lal Easan,Government,Vocational,Female,Punjab   /   Layyah
"Government Technical Training Centre, Layyah",Government,Vocational,Male,Punjab   /   Layyah
Government Vocational Training Institute for Women layyah,Government,Vocational,Female,Punjab   /   Layyah
Government Technical Training Centre for Women Fort Minro,Government,Vocational,Male,Punjab   /   Layyah
Agricultural Machinary Training School,Government,Vocational,Male,Punjab   /   Layyah
Government Vocational Training Institute for Women Dera Ghazi Khan,Government,Vocational,Female,Punjab   /   Dera Ghazi Khan
"Government Technical Training Institute, Railway Road Dera Ghazi Khan",Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
Government Technical Training Centre (Male) Fort Minro,Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
"Government Vocational Training Institute for Women, Abad Dera Ghazi Kh",Government,Vocational,Female,Punjab   /   Dera Ghazi Khan
"Government Technical Training Centre, Kot Chhutta",Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
"Government Vocational Training Institute for Women, Vahova, Taunsa Sha",Government,Vocational,Female,Punjab   /   Dera Ghazi Khan
"Government Technical Training Centre (Male), Taunsa Shareef",Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
Government Vocational Training Institute for women Taunsa Shareef,Government,Vocational,Female,Punjab   /   Dera Ghazi Khan
"Government Vocational Training Institute for Women, Taunsa Shareef",Government,Vocational,Female,Punjab   /   Dera Ghazi Khan
Government Technical Training Institute(Male) Kot Mithan,Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
Government Technical Training Centre (Male) Rajanpur,Government,Vocational,Male,Punjab   /   Dera Ghazi Khan
Government Vocational Training Institute for Women ABAD Rajanpur,Government,Vocational,Female,Punjab   /   Rajanpur
"Government Technical Training Centre, DMTC, Fazil Pur",Government,Vocational,Male,Punjab   /   Rajanpur
Government Vocational Training Institute for Women Jampur,Government,Vocational,Female,Punjab   /   Rajanpur
Government Technical Training Centre (Male) Jampur,Government,Vocational,Male,Punjab   /   Rajanpur
Government Vocational Training Institute for Women Jampur,Government,Vocational,Female,Punjab   /   Rajanpur
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, RAJANPUR",Government,Vocational,Female,Punjab   /   Rajanpur
Government Vocational Training Institute for women Vehari,Government,Vocational,Female,Punjab   /   Rajanpur
Government Technical Training Institute(Male) Vehari,Government,Vocational,Male,Punjab   /   Rajanpur
Government Technical Training Centre (Male) Mailsi,Government,Vocational,Male,Punjab   /   Vehari
Government Vocational Training Institute for Women Mailsi,Government,Vocational,Female,Punjab   /   Vehari
"Government Technical Training Centre, Burewala",Government,Vocational,Male,Punjab   /   Vehari
Government Vocational Training Institute for Women Burewala,Government,Vocational,Female,Punjab   /   Vehari
"Government Vocational Training Institute for Women, Bahawal Nagar",Government,Vocational,Female,Punjab   /   Vehari
"Government Vocational Training Institute for Women, Fort Abbas",Government,Vocational,Female,Punjab   /   Vehari
Government Technical Training Institute Bahawal Nagar,Government,Vocational,Male,Punjab   /   Bahawalnagar
Government Technical Training Centre (Male) Fort Abbas,Government,Vocational,Male,Punjab   /   Bahawalnagar
Government Technical Training Institute (Male) Faqir Wali Haroon Abad,Government,Vocational,Male,Punjab   /   Bahawalnagar
Government Vocational Training Institute for Women Chishtian,Government,Vocational,Female,Punjab   /   Bahawalnagar
Government Vocational Training Institute for women Adah Abdullah Chish,Government,Vocational,Female,Punjab   /   Bahawalnagar
"Government Vocational Training Centre (Male) Daharan wala, Chishtian",Government,Vocational,Male,Punjab   /   Bahawalnagar
"Government Vocational Training Institute for Women, Minchinabad",Government,Vocational,Female,Punjab   /   Bahawalnagar
Government Vocational Training Institute for Women Haroonabad,Government,Vocational,Female,Punjab   /   Bahawalnagar
"Government Technical Training Centre, Haroonabad",Government,Vocational,Male,Punjab   /   Bahawalnagar
CAMI (Male),Government,Vocational,Male,Punjab   /   Bahawalnagar
"Government Technical Training Centre Tulamba, Mian Channu",Government,Vocational,Male,Punjab   /   Bahawalnagar
Government Vocational Training Institute for Women Kabir Wala,Government,Vocational,Female,Punjab   /   Khanewal
Government Technical Training Centre (Male) Kabirwala,Government,Vocational,Male,Punjab   /   Khanewal
Government Technical Training Institute for Women Khanewal,Government,Vocational,Female,Punjab   /   Khanewal
Government Vocational Training Institute for women Mian Channu,Government,Vocational,Female,Punjab   /   Khanewal
Government Technical Training Institute (Male) Khanewal,Government,Vocational,Male,Punjab   /   Khanewal
Government Vocational Training Institute for women Mian Channu,Government,Vocational,Female,Punjab   /   Khanewal
Government Technical Training Centre (Male) Jahanian,Government,Vocational,Male,Punjab   /   Khanewal
Government Technical Training Centre for Women Jahanian,Government,Vocational,Female,Punjab   /   Khanewal
Government Technical Training Centre (Male) Rahim Yar Khan,Government,Vocational,Male,Punjab   /   Khanewal
Government Vocational Training Institute for women Sadiqabad,Government,Vocational,Female,Punjab   /   Khanewal
Government Wollen Sp Center,Government,Vocational,Male,Punjab   /   Jhang
Government Vocational Training Institute( W)  Shorkot,Government,Vocational,Female,Punjab   /   Jhang
Government Technical Training Center  ( Female ) Ahmed Pur Sial,Government,Vocational,Female,Punjab   /   Jhang
Government Technical Training Center,Government,Vocational,Male,Punjab   /   Jhang
Government Technical Training Center,Government,Vocational,Male,Punjab   /   Jhang
Government Vocational Training InstituteW Chiniot,Government,Vocational,Male,Punjab   /   Chiniot
"Government Technical Training Institute, Shorkot,",Government,Vocational,Male,Punjab   /   Jhang
Government Vocational Training Institute W Jhang,Government,Vocational,Female,Punjab   /   Jhang
Government Vocational Training Institute W Noor  Kot,Government,Vocational,Female,Punjab   /   Sialkot
Government Vocational Training Institute( W)  pasrur,Government,Vocational,Female,Punjab   /   Jhang
Government Technical Training Center  ( ABAD ) Psrrur,Government,Vocational,Male,Punjab   /   Sialkot
Government Vocational Training Institute (W) Shakargarh,Government,Vocational,Both,Punjab   /   Narowal
Government Technical Training Center  Shakargarh,Government,Vocational,Male,Punjab   /   Narowal
Government Technical Training Center  ( ABAD )  Zafarwal,Government,Vocational,Male,Punjab   /   Narowal
Government Vocational Training Institute (W) Narowal,Government,Vocational,Female,Punjab   /   Narowal
Government Technical Training Center  ( M) Narowal,Government,Vocational,Male,Punjab   /   Narowal
GATC Sialkot,Government,Vocational,Male,Punjab   /   Narowal
Government Vocational Training Institute (W) Minanwali,Government,Vocational,Female,Punjab   /   Mianwali
"Government Vocational Training InstituteW, Isa Khel",Government,Vocational,Female,Punjab   /   Mianwali
Government Vocational Training Institute (w) ABAD Mainwali,Government,Vocational,Female,Punjab   /   Mianwali
Government Technical Training Institute Mianwali,Government,Vocational,Male,Punjab   /   Mianwali
Government Technical Training Center  (M) Piplan,Government,Vocational,Male,Punjab   /   Mianwali
Government Technical Training Center  (F)  Piplan,Government,Vocational,Female,Punjab   /   Mianwali
Government Technical Training Center ( DMTC) Kundian,Government,Vocational,Male,Punjab   /   Mianwali
Government Technical Training Center  ( TEVTA) Isa Khel,Government,Vocational,Male,Punjab   /   Mianwali
Government Vocational Training InstituteW Kamar Mushani,Government,Vocational,Female,Punjab   /   Mianwali
Government Vocational Training Institute (W),Government,Vocational,Female,Punjab   /   Chakwal
Government Vocational Training InstituteW,Government,Vocational,Female,Punjab   /   Chakwal
Government Vocational Training InstituteW,Government,Vocational,Female,Punjab   /   Chakwal
Government Technical Training Institute(B),Government,Vocational,Male,Punjab   /   Chakwal
Government Vocational Training Institute W,Government,Vocational,Female,Punjab   /   Chakwal
Government Technical Training Center,Government,Vocational,Male,Punjab   /   Chakwal
AMTS,Government,Vocational,Male,Punjab   /   Chakwal
Government Technical Training Center  Tamman,Government,Vocational,Male,Punjab   /   Chakwal
Government Vocational Training Institute W,Government,Vocational,Female,Punjab   /   Jhelum
"Government Technical Training Center , Chakwal",Government,Vocational,Male,Punjab   /   Chakwal
"Government Vocational Training Institute W Chakwal, Chok",Government,Vocational,Female,Punjab   /   Jhelum
Government Vocational Training Institute W Talagang Chakwal,Government,Vocational,Female,Punjab   /   Chakwal
"Government Vocational Training Institute W, Dina",Government,Vocational,Female,Punjab   /   Jhelum
"Government Vocational Training Institute,  Rawalpindi",Government,Vocational,Female,Punjab   /   Chakwal
"Government Vocational Training Institute W, Kartarpura, Rawalpindi",Government,Vocational,Female,Punjab   /   Rawalpindi
Government Vocational Training InstituteW Gujrar Khan,Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Technical Training Center  ( ABAD) Pindi Road, Kahuta",Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Technical Training Institute , Gujar Khan",Government,Vocational,Male,Punjab   /   Rawalpindi
"Government Technical Training Center  , Raja Market",Government,Vocational,Male,Punjab   /   Rawalpindi
Government Vocational Training Institute (ABAD)  Mandra,Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Vocational Training Institute,  Punjab Chowk, kahuta City",Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Technical Training Center ,Near NRSP Office, Kotli Sattian",Government,Vocational,Female,Punjab   /   Rawalpindi
TEVTA Wood Working Service Centre,Government,Vocational,Male,Punjab   /   Rawalpindi
Government Vocational Training InstituteW  Gujar Khan,Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Technical Training Center , Pindi Road  Daultala , Tahsil Gujar Khan, Rawpindi",Government,Vocational,Male,Punjab   /   Rawalpindi
"Government Technical Training Center ,Street NO,1  Ahmadabad Colony , Dhamaial Road RWP",Government,Vocational,Female,Punjab   /   Rawalpindi
"Government Technical Training Institute, Attock",Government,Vocational,Male,Punjab   /   Rawalpindi
Government Vocational Training InstituteW Attock,Government,Vocational,Female,Punjab   /   Rawalpindi
